url,title,price,Балкон,Балкон остеклён,Безопасность,Бывшее общежитие,Возможен обмен,Высота потолков,Год постройки,Город,Дверь,Жилой комплекс,Интернет,Квартира меблирована,Парковка,Площадь,Пол,Санузел,Состояние квартиры,Телефон,Тип дома,Этаж
https://krisha.kz/a/show/1010623965,"2-комнатная квартира · 56 м² · 8/9 этаж, Кайым Мухамедханов",28600000〒,балкон,,,нет,Нет,2.7 м,2021,"Астана, Нура р-н",,Anisa,,,паркинг,56 м²,,совмещенный,свежий ремонт,,кирпичный,8 из 9
https://krisha.kz/a/show/1009898641,"2-комнатная квартира · 38.6 м² · 8/10 этаж, Алихана Бокейханова 15",30000000〒,лоджия,да,,нет,Нет,2.7 м,2017,"Астана, Есильский р-н",,Кумбель,,полностью,паркинг,38.6 м²,,совмещенный,"не новый, но аккуратный ремонт",,кирпичный,8 из 10
https://krisha.kz/a/show/1009261121,"2-комнатная квартира · 74.1 м² · 9/13 этаж, Е430 2 А",36000000〒,балкон и лоджия,да,,нет,Нет,2.8 м,2019,Астана,бронированная,Табысты,,частично,паркинг,"74.1 м², Площадь кухни — 10.7 м²",ламинат,2 с/у и более,,,монолитный,9 из 13
https://krisha.kz/a/show/1010122149,"2-комнатная квартира · 40 м² · 4/12 этаж, Улица Жошы хан 17",37500000〒,балкон,,"домофон, кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,3 м,2025,"Астана, Есильский р-н",металлическая,Samal Park,,полностью,паркинг,40 м²,ламинат,совмещенный,свежий ремонт,,монолитный,4 из 12
https://krisha.kz/a/show/1009159917,"2-комнатная квартира · 54 м² · 9/18 этаж, Сарыарка 41",23950000〒,балкон,,,нет,Нет,2.8 м,2009,"Астана, Сарыарка р-н",металлическая,Махаббат-2,,полностью,паркинг,"54 м², Площадь кухни — 13.9 м²",ламинат,,,,монолитный,9 из 18
https://krisha.kz/a/show/1008502480,"3-комнатная квартира · 94.9 м² · 11/12 этаж, Кайым Мухамедханов 20 — Университет КазУТБ",57000000〒,,,,нет,Нет,3 м,2020,"Астана, Нура р-н",,Brussels,,,паркинг,"94.9 м², Площадь кухни — 15.9 м²",,,"не новый, но аккуратный ремонт",,кирпичный,11 из 12
https://krisha.kz/a/show/1008147269,"1-комнатная квартира · 40 м² · 14/17 этаж, Е-429 14/2",22200000〒,,,,нет,Нет,3 м,2025,"Астана, Нура р-н",,Алтын Саулет,,,,40 м²,,,,,монолитный,14 из 17
https://krisha.kz/a/show/1010314433,"3-комнатная квартира · 85 м² · 11/12 этаж, Е 103 5а",52000000〒,,,,,Нет,2.65 м,2025,"Астана, Нура р-н",,Space,,,,85 м²,,,свежий ремонт,,монолитный,11 из 12
https://krisha.kz/a/show/1007066070,"3-комнатная квартира · 94 м² · 4/10 этаж, Улы Дала 69 — Аль Фараби",58000000〒,балкон и лоджия,,"домофон, видеонаблюдение",,Нет,2.7 м,2016,"Астана, Есильский р-н",,Арнау,,частично,паркинг,"94 м², Площадь кухни — 13 м²",ламинат,раздельный,,,кирпичный,4 из 10
https://krisha.kz/a/show/1004976949,"4-комнатная квартира · 127 м² · 3/9 этаж, мкр Уркер, Кайым Мухамедханов 21/2 — Айтеке би",90000000〒,лоджия,,"охрана, домофон, видеонаблюдение, видеодомофон",нет,Нет,3 м,2021,"Астана, Нура р-н",металлическая,Аркада,,полностью,,"127 м², Площадь кухни — 15.6 м²",ламинат,2 с/у и более,"не новый, но аккуратный ремонт",,кирпичный,3 из 9
https://krisha.kz/a/show/1010301740,"3-комнатная квартира · 103.5 м², Аманжолова 22 а — Национальный музей",121000000〒,лоджия,,,нет,Нет,3.3 м,2024,"Астана, Сарайшык р-н",,Hayat,,полностью,паркинг,103.5 м²,,,свежий ремонт,,монолитный,7
https://krisha.kz/a/show/1010318269,"2-комнатная квартира · 43 м² · 16/17 этаж, Толе Би 16",30500000〒,лоджия,,"сигнализация, видеонаблюдение, видеодомофон",нет,Нет,3 м,2024,"Астана, Нура р-н",,Dastur,,,паркинг,43 м²,ламинат,совмещенный,,,,16 из 17
https://krisha.kz/a/show/1010485052,"1-комнатная квартира · 42 м² · 6/21 этаж, Косшыгулулы 6/1",23300000〒,,,,нет,Нет,,2015,"Астана, Сарыарка р-н",,Акерке,,,паркинг,42 м²,,,,,монолитный,6 из 21
https://krisha.kz/a/show/1010828659,"1-комнатная квартира · 39 м² · 3/12 этаж, Казыбек би 41/1",23100000〒,,,,,Нет,3 м,2025,"Астана, Нура р-н",,Salman City,,,паркинг,39 м²,,,,,монолитный,3 из 12
https://krisha.kz/a/show/1010527605,"2-комнатная квартира · 59 м² · 7/9 этаж, Кенен Азербаева 14",29300000〒,балкон,,,нет,Нет,2.7 м,2018,"Астана, Сарайшык р-н",,,,полностью,,59 м²,ламинат,раздельный,"не новый, но аккуратный ремонт",,кирпичный,7 из 9
https://krisha.kz/a/show/1010776040,"2-комнатная квартира · 45 м² · 2/12 этаж, Бухар Жырау 19",31000000〒,,,,,Нет,3 м,2018,"Астана, Есильский р-н",,Арман Тау,,,паркинг,45 м²,,,,,монолитный,2 из 12
https://krisha.kz/a/show/1009737160,"3-комнатная квартира · 92 м² · 8/9 этаж, Мәңгілік Ел 22 — Алматы",63900000〒,,,,нет,Нет,3 м,2011,"Астана, Есильский р-н",,Астана Жулдызы,,,паркинг,92 м²,,раздельный,,,кирпичный,8 из 9
https://krisha.kz/a/show/1010290714,"1-комнатная квартира · 41 м² · 11/16 этаж, Кайыма Мухамедханова 17",27800000〒,,,,нет,Нет,2.7 м,2018,"Астана, Есильский р-н",,Самрук Towers,,,паркинг,41 м²,,,"не новый, но аккуратный ремонт",,монолитный,11 из 16
https://krisha.kz/a/show/1008674610,"2-комнатная квартира · 76 м² · 3/21 этаж, Мангилик Ел 62",51000000〒,балкон,,"охрана, кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,3 м,2025,"Астана, Есильский р-н",,Arai Towers,,,паркинг,76 м²,,,черновая отделка,,монолитный,3 из 21
https://krisha.kz/a/show/1010386687,"1-комнатная квартира · 43 м² · 12/16 этаж, Ш. Айтматова 57 — Коргалжын (можно приступать к ремонту)",20500000〒,лоджия,да,"домофон, кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,3 м,2025,"Астана, Нура р-н",металлическая,Maryam,,,паркинг,43 м²,,совмещенный,черновая отделка,,монолитный,12 из 16
https://krisha.kz/a/show/1010606924,"2-комнатная квартира · 55 м² · 3/9 этаж, Керей-Жанибек хандар 44/2 — СФЕРА ПАРК ПРЕЗИДЕНТСКИЙ ПАРК",50000000〒,,,,нет,Нет,3 м,2025,"Астана, Есильский р-н",,OLEN,,,паркинг,"55 м², Площадь кухни — 12 м²",,,,,кирпичный,3 из 9
https://krisha.kz/a/show/1008190631,"1-комнатная квартира · 39.37 м² · 4/10 этаж, Улица Чингиз Айтматов, 79/1 79/1",19000000〒,,,,нет,Нет,3 м,2026,"Астана, Сарыарка р-н",,Altyn Emel,,,,"39.37 м², Площадь кухни — 9.52 м²",,,,,монолитный,4 из 10
https://krisha.kz/a/show/1010297999,"4-комнатная квартира · 114 м² · 12/12 этаж, Хусейн Бен Талал 30 — Мангилик Ел",110000000〒,,,,нет,Нет,3 м,2024,"Астана, Есильский р-н",,Aqzam,,,паркинг,114 м²,,,свежий ремонт,,монолитный,12 из 12
https://krisha.kz/a/show/696172677,"2-комнатная квартира · 50 м² · 5/21 этаж, Достык 8",49999999〒,,,"домофон, видеонаблюдение, видеодомофон, консьерж",нет,Нет,3 м,2023,"Астана, Есильский р-н",,Landmark,,,паркинг,"50 м², Площадь кухни — 6.6 м²",ламинат,совмещенный,,,монолитный,5 из 21
https://krisha.kz/a/show/1006826646,"3-комнатная квартира · 110 м² · 8/12 этаж, Е-899 1/1",127500000〒,,,охрана,нет,Нет,3 м,2023,"Астана, Есильский р-н",бронированная,GreenLine.Aqua Business,оптика,,паркинг,"110 м², Площадь кухни — 18 м²",ламинат,2 с/у и более,свежий ремонт,,,8 из 12
https://krisha.kz/a/show/1010121955,"1-комнатная квартира · 46.7 м² · 7/9 этаж, Кумисбекова 2/3",23500000〒,,,,,Нет,2.7 м,2016,Астана,,Старый город,,,,46.7 м²,,,,,монолитный,7 из 9
https://krisha.kz/a/show/1010189032,"1-комнатная квартира · 31 м² · 18/22 этаж, Сыганак 2А",19400000〒,лоджия,да,"охрана, домофон, сигнализация, видеонаблюдение, консьерж",нет,Нет,2.8 м,2019,"Астана, Нура р-н",металлическая,Коркем Tower,,полностью,паркинг,31 м²,ламинат,совмещенный,,,монолитный,18 из 22
https://krisha.kz/a/show/1010040769,"4-комнатная квартира · 98 м² · 8/12 этаж, Сыганак 2",47000000〒,несколько балконов или лоджий,,,нет,Нет,2.7 м,2014,"Астана, Есильский р-н",,Кулагер,,полностью,паркинг,98 м²,,2 с/у и более,,,монолитный,8 из 12
https://krisha.kz/a/show/1010243468,"2-комнатная квартира · 41 м² · 6/9 этаж, А91 16",23000000〒,,,,нет,Нет,2.7 м,2022,"Астана, Сарайшык р-н",,Жулдыз,,,паркинг,41 м²,,,,,монолитный,6 из 9
https://krisha.kz/a/show/1004070947,"2-комнатная квартира · 64 м² · 3/12 этаж, Аль Фараби 7 — Бухар Жырау",49500000〒,,,,нет,Нет,3 м,2024,"Астана, Есильский р-н",,Zhana Omyr,,полностью,,64 м²,,,,,кирпичный,3 из 12
https://krisha.kz/a/show/1010137116,"2-комнатная квартира · 49 м² · 2/7 этаж, Е319 2А",28500000〒,,,,,Нет,2.5 м,2016,"Астана, Есильский р-н",,Family Town,,,паркинг,49 м²,,,,,кирпичный,2 из 7
https://krisha.kz/a/show/1008998005,"3-комнатная квартира · 106 м² · 3/8 этаж, Мангилик ел 36 — Триумфальная арка",91000000〒,,,,нет,Нет,3 м,2023,"Астана, Есильский р-н",,Asylym,,,паркинг,"106 м², Площадь кухни — 18 м²",,2 с/у и более,,,монолитный,3 из 8
https://krisha.kz/a/show/1009437452,"1-комнатная квартира · 29 м² · 4/9 этаж, Майлина 31 — Жумабаева",15000000〒,балкон,да,,,Нет,2.5 м,2006,"Астана, Алматы р-н",металлическая,Апато,,частично,паркинг,29 м²,ламинат,совмещенный,,,кирпичный,4 из 9
https://krisha.kz/a/show/696172677,"2-комнатная квартира · 50 м² · 5/21 этаж, Достык 8",49999999〒,,,"домофон, видеонаблюдение, видеодомофон, консьерж",нет,Нет,3 м,2023,"Астана, Есильский р-н",,Landmark,,,паркинг,"50 м², Площадь кухни — 6.6 м²",ламинат,совмещенный,,,монолитный,5 из 21
https://krisha.kz/a/show/1010121955,"1-комнатная квартира · 46.7 м² · 7/9 этаж, Кумисбекова 2/3",23500000〒,,,,,Нет,2.7 м,2016,Астана,,Старый город,,,,46.7 м²,,,,,монолитный,7 из 9
https://krisha.kz/a/show/1010040769,"4-комнатная квартира · 98 м² · 8/12 этаж, Сыганак 2",47000000〒,несколько балконов или лоджий,,,нет,Нет,2.7 м,2014,"Астана, Есильский р-н",,Кулагер,,полностью,паркинг,98 м²,,2 с/у и более,,,монолитный,8 из 12
https://krisha.kz/a/show/1008578203,"2-комнатная квартира · 55.5 м² · 15/16 этаж, Ахмет Байтурсынулы 6",37000000〒,,,,нет,Нет,3 м,2023,"Астана, Алматы р-н",металлическая,Tamerlan,,полностью,,55.5 м²,ламинат,совмещенный,свежий ремонт,,монолитный,15 из 16
https://krisha.kz/a/show/1006826646,"3-комнатная квартира · 110 м² · 8/12 этаж, Е-899 1/1",127500000〒,,,охрана,нет,Нет,3 м,2023,"Астана, Есильский р-н",бронированная,GreenLine.Aqua Business,оптика,,паркинг,"110 м², Площадь кухни — 18 м²",ламинат,2 с/у и более,свежий ремонт,,,8 из 12
https://krisha.kz/a/show/1010189032,"1-комнатная квартира · 31 м² · 18/22 этаж, Сыганак 2А",19400000〒,лоджия,да,"охрана, домофон, сигнализация, видеонаблюдение, консьерж",нет,Нет,2.8 м,2019,"Астана, Нура р-н",металлическая,Коркем Tower,,полностью,паркинг,31 м²,ламинат,совмещенный,,,монолитный,18 из 22
https://krisha.kz/a/show/1010655757,"3-комнатная квартира · 111 м² · 7/7 этаж, ул. Жошы хан, 12/3 — БИЗНЕС КЛАСС. 3.3м ВЫСОТА ПОТОЛКА. 7ЭТАЖЕЙ. ПЕРВАЯ ЛИНИЯ.ОКНА В ПОЛ",87000000〒,,,,нет,Нет,3.3 м,2026,"Астана, Есильский р-н",,Abat,,,паркинг,111 м²,,,,,кирпичный,7 из 7
https://krisha.kz/a/show/1009502708,"3-комнатная квартира · 92 м² · 11/12 этаж, Аль-Фараби проспект 7/2",85000000〒,лоджия,,,нет,Нет,3 м,2024,"Астана, Есильский р-н",бронированная,ZHANA URPAQ,,полностью,паркинг,92 м²,ламинат,2 с/у и более,свежий ремонт,,кирпичный,11 из 12
https://krisha.kz/a/show/1010515911,"1-комнатная квартира · 35 м² · 8/9 этаж, Маскеу 18",16500000〒,,,,нет,Нет,2.7 м,2007,"Астана, Сарыарка р-н",,,,,,35 м²,,,свежий ремонт,,кирпичный,8 из 9
https://krisha.kz/a/show/1009523377,"2-комнатная квартира · 63 м² · 9/9 этаж, Сафуан Шаймерденов, 2 2 — Находится возле нового вокзала",35000000〒,,,,нет,Нет,3 м,2024,"Астана, Сарайшык р-н",,Q Way,,,,63 м²,,,,,монолитный,9 из 9
https://krisha.kz/a/show/1005724802,"1-комнатная квартира · 36.7 м² · 2/9 этаж, Аманжол Болекпаев",22000000〒,лоджия,,"домофон, видеонаблюдение",нет,Нет,3 м,2024,"Астана, Сарайшык р-н",бронированная,Айбике,оптика,полностью,,"36.7 м², Площадь кухни — 9 м²",ламинат,совмещенный,свежий ремонт,,,2 из 9
https://krisha.kz/a/show/1010633846,"3-комнатная квартира · 71 м² · 10/24 этаж, Калибек Куанышбаев, 11/1",46000000〒,,,,нет,Нет,3 м,2014,"Астана, Сарайшык р-н",,Millenium Park,,,,71 м²,,,,,монолитный,10 из 24
https://krisha.kz/a/show/1007392079,"2-комнатная квартира · 66 м² · 6/7 этаж, Аль-фараби 14 — Улы Дала",37500000〒,лоджия,да,"домофон, кодовый замок, видеонаблюдение",нет,Нет,3.1 м,2015,"Астана, Есильский р-н",металлическая,Саранда,через TV кабель,частично,паркинг,"66 м², Площадь кухни — 15 м²",ламинат,совмещенный,"не новый, но аккуратный ремонт",,кирпичный,6 из 7
https://krisha.kz/a/show/1003726049,"2-комнатная квартира · 42 м² · 6/20 этаж, Жургенова — Жургенова -Байтурсынова",20800000〒,,да,"домофон, кодовый замок, видеонаблюдение",,Нет,3 м,2020,"Астана, Сарайшык р-н",металлическая,,ADSL,частично,паркинг,"42 м², Площадь кухни — 10 м²",ламинат,совмещенный,свежий ремонт,,монолитный,6 из 20
https://krisha.kz/a/show/1009479037,"3-комнатная квартира · 93 м² · 13/14 этаж, Айнаколь 66 — Возле Хазрет Султана",42999995〒,,,,нет,Да,2.85 м,2023,"Астана, Алматы р-н",,,,,,"93 м², Площадь кухни — 16 м²",,,,,,13 из 14
https://krisha.kz/a/show/1010842777,"2-комнатная квартира · 75.5 м² · 13/28 этаж, Нажимеденова 4 — ХАЗРЕТ СУЛТАН",65000000〒,,,,нет,Нет,3 м,2018,"Астана, Алматы р-н",,Highvill Ishim,,,паркинг,75.5 м²,,,свежий ремонт,,монолитный,13 из 28
https://krisha.kz/a/show/696476031,"3-комнатная квартира · 77 м² · 12/23 этаж, Бейбарыс Султан 12",31800000〒,лоджия,,"видеонаблюдение, видеодомофон",нет,Нет,3 м,2024,"Астана, Сарыарка р-н",металлическая,Мирный дом,оптика,,,77 м²,,2 с/у и более,черновая отделка,,монолитный,12 из 23
https://krisha.kz/a/show/1010844021,"3-комнатная квартира · 62.2 м² · 4/5 этаж, Петрова 9",23500000〒,,,,нет,Нет,,1975,"Астана, Алматы р-н",,,,,,62.2 м²,,,,,монолитный,4 из 5
https://krisha.kz/a/show/1010844187,"2-комнатная квартира · 44.1 м² · 2/5 этаж, республика 6",22500000〒,,,,нет,Нет,,1975,"Астана, р-н Байконур",,,,,,44.1 м²,,,,,монолитный,2 из 5
https://krisha.kz/a/show/1010384711,"2-комнатная квартира · 66.1 м² · 13/16 этаж, Е-36 4",35000000〒,,,,,Нет,3 м,2025,"Астана, Нура р-н",,Respublika,,,паркинг,66.1 м²,,,,,монолитный,13 из 16
https://krisha.kz/a/show/1010633846,"3-комнатная квартира · 71 м² · 10/24 этаж, Калибек Куанышбаев, 11/1",46000000〒,,,,нет,Нет,3 м,2014,"Астана, Сарайшык р-н",,Millenium Park,,,,71 м²,,,,,монолитный,10 из 24
https://krisha.kz/a/show/1009523377,"2-комнатная квартира · 63 м² · 9/9 этаж, Сафуан Шаймерденов, 2 2 — Находится возле нового вокзала",35000000〒,,,,нет,Нет,3 м,2024,"Астана, Сарайшык р-н",,Q Way,,,,63 м²,,,,,монолитный,9 из 9
https://krisha.kz/a/show/1007392079,"2-комнатная квартира · 66 м² · 6/7 этаж, Аль-фараби 14 — Улы Дала",37500000〒,лоджия,да,"домофон, кодовый замок, видеонаблюдение",нет,Нет,3.1 м,2015,"Астана, Есильский р-н",металлическая,Саранда,через TV кабель,частично,паркинг,"66 м², Площадь кухни — 15 м²",ламинат,совмещенный,"не новый, но аккуратный ремонт",,кирпичный,6 из 7
https://krisha.kz/a/show/696476031,"3-комнатная квартира · 77 м² · 12/23 этаж, Бейбарыс Султан 12",31800000〒,лоджия,,"видеонаблюдение, видеодомофон",нет,Нет,3 м,2024,"Астана, Сарыарка р-н",металлическая,Мирный дом,оптика,,,77 м²,,2 с/у и более,черновая отделка,,монолитный,12 из 23
https://krisha.kz/a/show/1010455150,"1-комнатная квартира · 40.16 м² · 10/21 этаж, Бухар жырау 12/3 — Жошы хана",28800000〒,,,,нет,Нет,3 м,2026,"Астана, Есильский р-н",,Sandi Qala,,,,40.16 м²,,,,,,10 из 21
https://krisha.kz/a/show/1010846529,"2-комнатная квартира · 71.5 м² · 6/12 этаж, Кошкарбаева 34",34500000〒,несколько балконов или лоджий,да,домофон,нет,Нет,2.7 м,2013,"Астана, Алматы р-н",металлическая,Туркестан,,,паркинг,"71.5 м², Площадь кухни — 15.4 м²",ламинат,раздельный,,,монолитный,6 из 12
https://krisha.kz/a/show/1010231981,"4-комнатная квартира · 130 м² · 5/8 этаж, Шамши Калдаяков 8",150000000〒,,,,нет,Нет,3 м,2023,"Астана, Сарайшык р-н",,Monaco Residence,,,паркинг,130 м²,,,,,монолитный,5 из 8
https://krisha.kz/a/show/1010658117,"1-комнатная квартира · 39.3 м² · 7/12 этаж, Санжара Асфендиярова 6 — Сыганак-Айтеке би",26900000〒,лоджия,да,"домофон, видеонаблюдение",нет,Нет,3 м,2021,"Астана, Нура р-н",металлическая,Sat City,оптика,частично,паркинг,39.3 м²,ламинат,совмещенный,"не новый, но аккуратный ремонт",есть возможность подключения,монолитный,7 из 12
https://krisha.kz/a/show/1001995505,"3-комнатная квартира · 74 м² · 9/9 этаж, Айтматова 23 — Молдагалиева",40000000〒,,,видеодомофон,нет,Да,2.7 м,2025,"Астана, Нура р-н",,ABADAN,проводной,частично,паркинг,74 м²,ламинат,,свежий ремонт,,кирпичный,9 из 9
https://krisha.kz/a/show/1008530005,"2-комнатная квартира · 48.1 м² · 2/16 этаж, Кошкарбаева 1 — Момышулы",38500000〒,лоджия,,,нет,Нет,3.15 м,2025,"Астана, Алматы р-н",металлическая,La Vie,,,паркинг,48.1 м²,,совмещенный,,,монолитный,2 из 16
https://krisha.kz/a/show/1010303190,"2-комнатная квартира · 44 м² · 3/16 этаж, Сафуан Шаймерденов 4/1",29700000〒,,,"охрана, домофон, кодовый замок, видеодомофон",нет,Нет,3 м,2025,"Астана, Сарайшык р-н",,Sardar Family,,полностью,паркинг,44 м²,ламинат,совмещенный,,,монолитный,3 из 16
https://krisha.kz/a/show/1006776649,"1-комнатная квартира · 18 м² · 2/5 этаж, Т. Шонанулы 41",5000000〒,,,,да,Нет,2.7 м,1990,"Астана, р-н Байконур",,,,,,18 м²,линолеум,,свежий ремонт,,кирпичный,2 из 5
https://krisha.kz/a/show/1010274689,"2-комнатная квартира · 72 м² · 4/8 этаж, Тауелсиздик 21 — Можно сразу заезжать!",59000000〒,балкон,,"охрана, видеонаблюдение, видеодомофон",нет,Нет,3 м,2018,"Астана, Сарайшык р-н",металлическая,BARCELONA,,полностью,паркинг,"72 м², Площадь кухни — 17 м²",ламинат,2 с/у и более,свежий ремонт,,монолитный,4 из 8
https://krisha.kz/a/show/1010620266,"3-комнатная квартира · 199.9 м² · 5/21 этаж, Сарайшык 5",74000000〒,,да,,,Нет,2.7 м,2015,"Астана, Есильский р-н",металлическая,Лазурный квартал,,частично,паркинг,199.9 м²,ламинат,2 с/у и более,"не новый, но аккуратный ремонт",,монолитный,5 из 21
https://krisha.kz/a/show/1005903078,"2-комнатная квартира · 61.35 м² · 5/9 этаж, Е 103 5 — Туран/Е-103",36700000〒,,,,нет,Нет,2.65 м,2025,"Астана, Нура р-н",,Space,,,паркинг,"61.35 м², Площадь кухни — 11.5 м²",,,,,панельный,5 из 9
https://krisha.kz/a/show/1008667218,"3-комнатная квартира · 75 м² · 13/21 этаж, Мангилик Ел 62",65500000〒,лоджия,,"охрана, домофон, кодовый замок, сигнализация, видеонаблюдение, видеодомофон",нет,Нет,3 м,2025,"Астана, Есильский р-н",металлическая,Arai Towers,ADSL,полностью,паркинг,"75 м², Площадь кухни — 23 м²",ламинат,совмещенный,свежий ремонт,,монолитный,13 из 21
https://krisha.kz/a/show/1010479033,"4-комнатная квартира · 232 м² · 8 этаж, Тасшокы, 4​ 6",380000000〒,,,,нет,Нет,3.6 м,2025,"Астана, Алматы р-н",,Vivaldi,,,паркинг,232 м²,,,,,монолитный,8
https://krisha.kz/a/show/1010251424,"2-комнатная квартира · 60.4 м² · 8/15 этаж, Ракымжан Кошкарбаев 54",34500000〒,,,,нет,Нет,3 м,2025,"Астана, Сарайшык р-н",,INJU ANSAR,,,паркинг,60.4 м²,,,,,кирпичный,8 из 15
https://krisha.kz/a/show/1001454306,"1-комнатная квартира · 37 м² · 1/5 этаж, Куляш Байсеитовой 8",17500000〒,балкон,,"домофон, видеонаблюдение",,Нет,2.7 м,2007,"Астана, Сарыарка р-н",бронированная,,ADSL,полностью,рядом охраняемая стоянка,37 м²,,совмещенный,,,монолитный,1 из 5
https://krisha.kz/a/show/1009618267,"2-комнатная квартира · 38.4 м² · 3/9 этаж, Казыбек би 41/4 — КАЧЕСТВЕННЫЙ РЕМОНТ! ВЫГОДНАЯ ЦЕНА!",28500000〒,лоджия,,"кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,3 м,2025,"Астана, Нура р-н",,Salman City,,полностью,паркинг,38.4 м²,ламинат,совмещенный,свежий ремонт,,монолитный,3 из 9
https://krisha.kz/a/show/1009969644,"2-комнатная квартира · 39.2 м² · 2/9 этаж, Шамши Калдаяков 60Б",26500000〒,,,,нет,Нет,3 м,2025,"Астана, Сарайшык р-н",,Sardar Compass,,частично,паркинг,"39.2 м², Площадь кухни — 6 м²",,,,,кирпичный,2 из 9
https://krisha.kz/a/show/1010527353,"2-комнатная квартира · 63.4 м² · 8/10 этаж, Култегин 14",45000000〒,,,,нет,Нет,3 м,2020,"Астана, Нура р-н",,Sat City,,частично,паркинг,"63.4 м², Площадь кухни — 12.8 м²",,совмещенный,свежий ремонт,,монолитный,8 из 10
https://krisha.kz/a/show/1010498520,"3-комнатная квартира · 61.1 м² · 5/5 этаж, Абылай Хана 12/2",26500000〒,,,"домофон, видеонаблюдение",нет,Нет,2.5 м,1989,"Астана, Алматы р-н",,,,полностью,,61.1 м²,ламинат,2 с/у и более,,,кирпичный,5 из 5
https://krisha.kz/a/show/1003014853,"2-комнатная квартира · 70 м² · 6/9 этаж, Жумабаева 16/1",29900000〒,,,,нет,Нет,2.8 м,2005,"Астана, Алматы р-н",,Факультет,,,паркинг,"70 м², Площадь кухни — 12 м²",,,,,кирпичный,6 из 9
https://krisha.kz/a/show/1009842982,"3-комнатная квартира · 85 м² · 5/9 этаж, мкр Пригородный, Мангилик Ел — Керей Жанибек хандар",78000000〒,несколько балконов или лоджий,да,"охрана, домофон, видеонаблюдение",нет,Нет,3 м,2019,"Астана, Есильский р-н",бронированная,Авиценна-2,через TV кабель,полностью,паркинг,"85 м², Площадь кухни — 13 м²",ламинат,2 с/у и более,свежий ремонт,,иной,5 из 9
https://krisha.kz/a/show/1007530443,"2-комнатная квартира · 50 м² · 10/10 этаж, Роза Багланова 3",24500000〒,,,,нет,Нет,,2018,"Астана, Нура р-н",,Семейный,,,,50 м²,,,,,панельный,10 из 10
https://krisha.kz/a/show/1008129273,"2-комнатная квартира · 38 м² · 7/12 этаж, М. Тынышбайулы 6",20950000〒,,,,нет,Нет,,2025,"Астана, Алматы р-н",,Tasty,,,паркинг,38 м²,,,,,кирпичный,7 из 12
https://krisha.kz/a/show/1009676042,"4-комнатная квартира · 105 м² · 4/12 этаж, Толе би 25/1",75000000〒,,,,нет,Нет,3 м,2023,"Астана, Нура р-н",,Homeland,,,паркинг,105 м²,,,,,кирпичный,4 из 12
https://krisha.kz/a/show/1010323766,"3-комнатная квартира · 82 м² · 3/10 этаж, Сыганак 18/1",45500000〒,,,,нет,Нет,,2008,"Астана, Есильский р-н",,Уют,,,паркинг,82 м²,,,,,монолитный,3 из 10
https://krisha.kz/a/show/1009963933,"2-комнатная квартира · 56.9 м² · 3/4 этаж, Кургальжинское шоссе 108",25500000〒,,,,нет,Нет,2.7 м,2021,"Астана, Нура р-н",,Boston Comfort House,,,паркинг,56.9 м²,,,,,кирпичный,3 из 4
https://krisha.kz/a/show/1010825505,"2-комнатная квартира · 51 м² · 4/5 этаж, КЕМЕНГЕРУЛЫ 8/1",21700000〒,балкон,,,нет,Нет,2.5 м,1985,Астана,,,,полностью,,51 м²,,2 с/у и более,,,панельный,4 из 5
https://krisha.kz/a/show/1010542092,"1-комнатная квартира · 40.2 м² · 3/10 этаж, Бокейхана 25 А",27900000〒,лоджия,да,"домофон, видеонаблюдение",нет,Нет,3 м,2020,"Астана, Есильский р-н",бронированная,Apple City,проводной,частично,паркинг,"40.2 м², Площадь кухни — 11 м²",ламинат,совмещенный,,есть возможность подключения,монолитный,3 из 10
https://krisha.kz/a/show/1010511402,"3-комнатная квартира · 68 м² · 7/9 этаж, Улы Дала 27а-г — Ботанический сад, ЭКСПО, Триумфальная арка",52000000〒,,,,,Нет,3 м,2018,"Астана, Есильский р-н",,Expo New Life,,,паркинг,68 м²,,,,,,7 из 9
https://krisha.kz/a/show/1010281173,"4-комнатная квартира · 105 м² · 4/12 этаж, Туран 52/5",86000000〒,,,"кодовый замок, сигнализация, видеонаблюдение",,Нет,,2024,"Астана, Есильский р-н",бронированная,,,полностью,,"105 м², Площадь кухни — 28 м²",,2 с/у и более,,,кирпичный,4 из 12
https://krisha.kz/a/show/1009981962,"2-комнатная квартира · 35 м² · 3/9 этаж, Ш. Калдаяков 51 — Аллея тысячелетия, Нажмиденова",22900000〒,,,,нет,Нет,,2026,"Астана, Сарайшык р-н",,Classic,,,паркинг,35 м²,,,,,кирпичный,3 из 9
https://krisha.kz/a/show/1010663896,"2-комнатная квартира · 47 м² · 10/15 этаж, Косшыгулулы 10/1",24000000〒,лоджия,,"домофон, кодовый замок, сигнализация, видеонаблюдение, видеодомофон",нет,Нет,2.7 м,2012,"Астана, Сарыарка р-н",,Торлет,,полностью,паркинг,47 м²,ламинат,совмещенный,"не новый, но аккуратный ремонт",,монолитный,10 из 15
