url,title,price,Балкон,Балкон остеклён,Безопасность,Бывшее общежитие,Возможен обмен,Высота потолков,Год постройки,Город,Дверь,Жилой комплекс,Интернет,Квартира меблирована,Парковка,Площадь,Пол,Санузел,Состояние квартиры,Телефон,Тип дома,Этаж
https://krisha.kz/a/show/1008487240,"3-комнатная квартира · 87.7 м² · 4/18 этаж, Е 882 7 — Набережная реки, мечеть Ырыскелди Кажы",53500000〒,балкон,,,нет,Нет,3 м,2026,"Астана, Нура р-н",бронированная,New City Life,,,паркинг,"87.7 м², Площадь кухни — 13 м²",,2 с/у и более,,,монолитный,4 из 18
https://krisha.kz/a/show/1009649090,"2-комнатная квартира · 71 м² · 15/17 этаж, Шамши Калдаяков 44 — Угол пр. Улы дала",46500000〒,лоджия,да,"охрана, домофон, видеонаблюдение",нет,Нет,3 м,2023,"Астана, Алматы р-н",бронированная,Zauzar,оптика,полностью,паркинг,"71 м², Площадь кухни — 11.3 м²",ламинат,совмещенный,свежий ремонт,есть возможность подключения,монолитный,15 из 17
https://krisha.kz/a/show/1010650786,"2-комнатная квартира · 38 м² · 3/12 этаж, Кабанбай батыра — БЕЗ КОМИССИИ ДЛЯ ПОКУПАТЕЛЯ",30500000〒,,,,нет,Нет,3 м,2022,"Астана, Нура р-н",,Inju Arena 2,,,паркинг,"38 м², Площадь кухни — 15 м²",,,,,монолитный,3 из 12
https://krisha.kz/a/show/1008194549,"2-комнатная квартира · 80.4 м² · 16/16 этаж, Ахмет Байтурсынова 23/2 — Мечеть Хазрет Султана, Драматический театр им.Куанышбаева, школа 72",50000000〒,,нет,,нет,Нет,3 м,2018,"Астана, Алматы р-н",,Сенатор,,,паркинг,"80.4 м², Площадь кухни — 13 м²",,,"не новый, но аккуратный ремонт",,монолитный,16 из 16
https://krisha.kz/a/show/1009318114,"1-комнатная квартира · 32 м² · 8/9 этаж, Жумекен Нажимеденов 5.1 — Азербаев",24000000〒,лоджия,,"охрана, домофон, кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,2.7 м,2025,"Астана, Алматы р-н",металлическая,Megapolis,,полностью,паркинг,"32 м², Площадь кухни — 9 м²",ламинат,совмещенный,свежий ремонт,,монолитный,8 из 9
https://krisha.kz/a/show/1004250997,"2-комнатная квартира · 53.4 м² · 12/12 этаж, Ермек Серкебаев — Айтматова(Набережная)",32500000〒,балкон,,"домофон, кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,2.7 м,2021,"Астана, Сарыарка р-н",металлическая,,оптика,полностью,рядом охраняемая стоянка,"53.4 м², Площадь кухни — 8 м²",ламинат,совмещенный,свежий ремонт,есть возможность подключения,кирпичный,12 из 12
https://krisha.kz/a/show/1001553316,"3-комнатная квартира · 87 м² · 8/9 этаж, Женис 51/1 — Бестерек",32000000〒,балкон,,"домофон, видеонаблюдение",нет,Нет,2.7 м,2004,"Астана, Сарыарка р-н",металлическая,,проводной,полностью,рядом охраняемая стоянка,"87 м², Площадь кухни — 13.4 м²",линолеум,2 с/у и более,"не новый, но аккуратный ремонт",есть возможность подключения,иной,8 из 9
https://krisha.kz/a/show/1008135382,"4-комнатная квартира · 111.7 м², Нура р-н",от 61993500〒,,,,,,3 м,2025,Астана,,Park City Forum,,,,111.7 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/1010088317,"3-комнатная квартира · 108.15 м², Е 900 5, 5/1, 5/2, 5/3",от 118965000〒,,,,,,3 м,2027,"Астана, Нура р-н",,GreenLine. Prima,,,,108.15 м²,,,,,монолитный,
https://krisha.kz/a/show/1003884941,"3-комнатная квартира · 93.8 м², Е-779 32/1",от 53409000〒,,,,,,2.85 м,2025,"Астана, Есильский р-н",,Salt,,,,93.8 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/1000512524,"2-комнатная квартира · 66.32 м², ул. Е-314, 12",от 74875280〒,,,,,,3.3 м,2026,"Астана, Есильский р-н",,Family Gardens,,,,66.32 м²,,совмещенный,,,монолитный,
https://krisha.kz/a/show/1008264695,"1-комнатная квартира · 36 м² · 4/7 этаж, Жошы хан 10",28700000〒,,,,нет,Нет,3 м,2026,"Астана, Есильский р-н",,Capital Park. Melody,,,паркинг,"36 м², Площадь кухни — 10 м²",,,,,монолитный,4 из 7
https://krisha.kz/a/show/1010771410,"3-комнатная квартира · 86.56 м² · 2/16 этаж, Туран 57д — Квартира с терассой",65000000〒,несколько балконов или лоджий,да,,,Нет,3 м,2026,"Астана, Нура р-н",,Arena Vista,,,паркинг,"86.56 м², Площадь кухни — 14.43 м²",,2 с/у и более,черновая отделка,,монолитный,2 из 16
https://krisha.kz/a/show/1009656015,"1-комнатная квартира · 30.3 м² · 2/15 этаж, Ахмет Байтурсынулы 16/3 — ЛРТ аллея тысячелетия",21999999〒,,,"домофон, кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,3 м,2025,"Астана, Сарайшык р-н",,Muz Tau,,частично,паркинг,30.3 м²,ламинат,,свежий ремонт,,монолитный,2 из 15
https://krisha.kz/a/show/1006681936,"3-комнатная квартира · 83.46 м², ул. Е 118, уч. 2",от 44233800〒,,,,,,3 м,2026,"Астана, Есильский р-н",,Beles City. Baq Sarai,,,,"83.46 м², жилая — 37.41 м²",,совмещенный,,,монолитный,
https://krisha.kz/a/show/1004378462,"2-комнатная квартира · 43.97 м², Шоссе Коргалжын 24/2",от 31130760〒,,,,,,3 м,2026,"Астана, Нура р-н",,OIU,,,,43.97 м²,,совмещенный,,,монолитный,
https://krisha.kz/a/show/1005148865,"4-комнатная квартира · 133.41 м², Улица Е 882, 7",от 60923863〒,,,,,,3 м,2025,"Астана, Сарыарка р-н",,New City Life,,,,133.41 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/1004370277,"3-комнатная квартира · 112.82 м², ​Аль-Фараби 3/2",от 92399580〒,,,,,,3 м,2026,"Астана, Есильский р-н",,Capital Park. Art,,,,112.82 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/1009678554,"3-комнатная квартира · 108.56 м², Сарайшык р-н",от 62422000〒,,,,,,3 м,2026,Астана,,Aisafa,,,,108.56 м²,,,,,кирпичный,
https://krisha.kz/a/show/1004378462,"2-комнатная квартира · 43.97 м², Шоссе Коргалжын 24/2",от 31130760〒,,,,,,3 м,2026,"Астана, Нура р-н",,OIU,,,,43.97 м²,,совмещенный,,,монолитный,
https://krisha.kz/a/show/1005148865,"4-комнатная квартира · 133.41 м², Улица Е 882, 7",от 60923863〒,,,,,,3 м,2025,"Астана, Сарыарка р-н",,New City Life,,,,133.41 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/1004370277,"3-комнатная квартира · 112.82 м², ​Аль-Фараби 3/2",от 92399580〒,,,,,,3 м,2026,"Астана, Есильский р-н",,Capital Park. Art,,,,112.82 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/1009678554,"3-комнатная квартира · 108.56 м², Сарайшык р-н",от 62422000〒,,,,,,3 м,2026,Астана,,Aisafa,,,,108.56 м²,,,,,кирпичный,
https://krisha.kz/a/show/1002501505,"1-комнатная квартира · 40.15 м², Таттимбета — Е-15",от 27703500〒,,,,,,3 м,2026,"Астана, Нура р-н",,Ayala,,,,40.15 м²,,совмещенный,,,кирпичный,
https://krisha.kz/a/show/1000673714,"4-комнатная квартира · 160.37 м², ул. Мангилик Ел, 57",от 168869610〒,,,,,,3 м,2026,"Астана, Есильский р-н",,Nexpo Aura,,,,160.37 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/1009884680,"1-комнатная квартира · 39 м² · 4/12 этаж, ​Чингиз Айтматов 62/1",26800000〒,,,,нет,Нет,3 м,2023,"Астана, Нура р-н",,Madrid 2,,,паркинг,39 м²,,,,,кирпичный,4 из 12
https://krisha.kz/a/show/1010225625,"2-комнатная квартира · 55 м² · 3/4 этаж, мкр Уркер, Коргальджинское шоссе 108",22999999〒,лоджия,,,,Нет,2.7 м,2021,"Астана, Нура р-н",,,,полностью,паркинг,"55 м², Площадь кухни — 19 м²",ламинат,совмещенный,,,кирпичный,3 из 4
https://krisha.kz/a/show/1009687004,"3-комнатная квартира · 99 м² · 11/12 этаж, Туран 43/3",87000000〒,лоджия,,"охрана, домофон, кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,3 м,2023,"Астана, Нура р-н",металлическая,Grand Turan Comfort,,полностью,паркинг,"99 м², Площадь кухни — 15 м²",ламинат,2 с/у и более,свежий ремонт,,монолитный,11 из 12
https://krisha.kz/a/show/1009340962,"2-комнатная квартира · 60 м² · 9/12 этаж, Е 15",45000000〒,,,видеодомофон,нет,Нет,3 м,2025,"Астана, Нура р-н",,Baidaulet,,,паркинг,"60 м², Площадь кухни — 15 м²",,совмещенный,свежий ремонт,,кирпичный,9 из 12
https://krisha.kz/a/show/1008179949,"3-комнатная квартира · 94 м² · 3/16 этаж, Ахмет Байтурсынулы — Нурмаганбетова",69990000〒,лоджия,да,"охрана, домофон, кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,3 м,2023,"Астана, Алматы р-н",бронированная,Tamerlan,ADSL,полностью,паркинг,94 м²,ламинат,2 с/у и более,свежий ремонт,есть возможность подключения,монолитный,3 из 16
https://krisha.kz/a/show/1006681947,"4-комнатная квартира · 129.8 м², ул. Е 118, уч. 2",от 68794000〒,,,,,,3 м,2026,"Астана, Есильский р-н",,Beles City. Baq Sarai,,,,129.8 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/697909160,"2-комнатная квартира · 66.8 м², Бухар жырау 20",от 65543920〒,,,,,,3 м,2026,"Астана, Нура р-н",,Qasteev,,,,66.8 м²,,совмещенный,,,монолитный,
https://krisha.kz/a/show/1003301324,"3-комнатная квартира · 116 м² · 9/10 этаж, Достык 1",63500000〒,несколько балконов или лоджий,,,нет,Нет,3 м,2009,"Астана, Есильский р-н",металлическая,ЦМТ,оптика,полностью,паркинг,116 м²,ламинат,2 с/у и более,"не новый, но аккуратный ремонт",отдельный,кирпичный,9 из 10
https://krisha.kz/a/show/1010322450,"2-комнатная квартира · 62 м² · 15/18 этаж, Сыганак 24",45500000〒,,,,нет,Нет,3 м,2023,"Астана, Нура р-н",,Respublika,,,паркинг,62 м²,,,,,монолитный,15 из 18
https://krisha.kz/a/show/1004699049,"3-комнатная квартира · 81.13 м², Улы Дала 14",от 44946020〒,,,,,,2.65 м,2026,"Астана, Нура р-н",,UIA.DARYN,,,,81.13 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/1010483024,"2-комнатная квартира · 41.5 м² · 6/9 этаж, Аль-Фараби 46/21",28000000〒,лоджия,,"охрана, кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,2.65 м,2025,"Астана, Есильский р-н",металлическая,Jetisu.Aspan,оптика,без мебели,паркинг,41.5 м²,ламинат,совмещенный,свежий ремонт,,панельный,6 из 9
https://krisha.kz/a/show/1010822514,"3-комнатная квартира · 70.4 м² · 2/6 этаж, Бараева — Иманбаева , без комиссии для покупателя",42000000〒,,,,нет,Нет,2.7 м,2004,"Астана, р-н Байконур",,Бараева,,,,"70.4 м², Площадь кухни — 10.4 м²",,,,,кирпичный,2 из 6
https://krisha.kz/a/show/1009139720,"1-комнатная квартира · 38.2 м² · 3/9 этаж, Толе би 46 — Е-10",25000000〒,,,,нет,Нет,2.7 м,2021,"Астана, Нура р-н",,Nova city на Туране,,,паркинг,38.2 м²,,,,,монолитный,3 из 9
https://krisha.kz/a/show/1010480381,"3-комнатная квартира · 99.21 м² · 16 этаж, Ш. Айтматова — Коргалжынское шоссе",36000000〒,,,,нет,Нет,3 м,2025,"Астана, Нура р-н",,Maryam,,,паркинг,99.21 м²,,2 с/у и более,черновая отделка,,монолитный,16
https://krisha.kz/a/show/1004199800,"2-комнатная квартира · 59 м² · 2/9 этаж, Нажмеденова 29/1",35500000〒,балкон,да,"домофон, видеонаблюдение",нет,Нет,3 м,2023,"Астана, Сарайшык р-н",металлическая,Qazaq Eli Sairam,,частично,,"59 м², Площадь кухни — 10 м²",ламинат,совмещенный,свежий ремонт,отдельный,кирпичный,2 из 9
https://krisha.kz/a/show/1010843497,"2-комнатная квартира · 62 м² · 2/12 этаж, Сығанақ 54/1",33900000000〒,,,"домофон, видеонаблюдение",нет,Нет,3.1 м,2008,Астана,металлическая,,оптика,полностью,,62 м²,ламинат,совмещенный,,,монолитный,2 из 12
https://krisha.kz/a/show/1009011477,"2-комнатная квартира · 38 м² · 3/5 этаж, Аккемер 14/1 — Е669",23500000〒,балкон,да,,нет,Нет,2.7 м,2025,"Астана, Есильский р-н",металлическая,Safuan,ADSL,,,"38 м², Площадь кухни — 18 м²",ламинат,совмещенный,,отдельный,кирпичный,3 из 5
https://krisha.kz/a/show/1008710680,"2-комнатная квартира · 74 м² · 2/12 этаж, Алтыбакан 1",39000000〒,балкон,да,"решетки на окнах, охрана, домофон, сигнализация, видеонаблюдение",нет,Нет,2.7 м,2018,"Астана, Алматы р-н",металлическая,12 месяцев,,частично,паркинг,"74 м², Площадь кухни — 11.4 м²",ламинат,совмещенный,свежий ремонт,,кирпичный,2 из 12
https://krisha.kz/a/show/1005901211,"3-комнатная квартира · 75 м² · 4/5 этаж, Манаса 11/2 — Рядом Встреча и Смол",33000000〒,балкон,да,,нет,Нет,2.7 м,2003,"Астана, Алматы р-н",бронированная,,оптика,частично,,"75 м², Площадь кухни — 13 м²",линолеум,раздельный,"не новый, но аккуратный ремонт",,кирпичный,4 из 5
https://krisha.kz/a/show/1009888267,"3-комнатная квартира · 100 м² · 1/7 этаж, Аль-фараби 24 — Улы Дала",60000000〒,,,,нет,Нет,3.1 м,2017,"Астана, Есильский р-н",,Саранда,,,паркинг,100 м²,,,,,кирпичный,1 из 7
https://krisha.kz/a/show/1009755848,"2-комнатная квартира · 52.66 м² · 3/9 этаж, Е 511 25 — Айару мини маркет",37500000〒,балкон,,"кодовый замок, видеодомофон",нет,Нет,2.7 м,2026,"Астана, Есильский р-н",бронированная,Jetisu.Nauryz,,без мебели,паркинг,"52.66 м², Площадь кухни — 8.77 м²",ламинат,совмещенный,свежий ремонт,есть возможность подключения,монолитный,3 из 9
https://krisha.kz/a/show/1009309081,"2-комнатная квартира · 60 м² · 15/16 этаж, Султан Бейбарыс — Парк Коктал",37900000〒,,,,нет,Нет,2.65 м,2025,"Астана, Сарыарка р-н",,Parkland,,,паркинг,60 м²,,,свежий ремонт,,монолитный,15 из 16
https://krisha.kz/a/show/1008179140,"2-комнатная квартира · 41 м² · 8/12 этаж, Кубрина 20/1 — Срочно!!!!",24500000〒,несколько балконов или лоджий,,"домофон, видеонаблюдение",нет,Да,2.7 м,2009,"Астана, Сарыарка р-н",,Сайран,,полностью,паркинг,41 м²,,,свежий ремонт,,кирпичный,8 из 12
https://krisha.kz/a/show/1004429941,"2-комнатная квартира · 45 м² · 1/5 этаж, Торайгырова 1 — Республика Сейфуллина",22500000〒,,,"решетки на окнах, домофон",нет,Нет,,1980,"Астана, р-н Байконур",металлическая,,,полностью,,45 м²,,раздельный,,,,1 из 5
https://krisha.kz/a/show/1008135381,"3-комнатная квартира · 86.1 м², Нура р-н",от 47355000〒,,,,,,3 м,2025,Астана,,Park City Forum,,,,86.1 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/1002693341,"4-комнатная квартира · 112.15 м², Кенесары 54",от 67431150〒,,,,,,3 м,2026,"Астана, р-н Байконур",,DARMEN,,,,112.15 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/1004370019,"2-комнатная квартира · 89.04 м², ​Аль-Фараби 3/2",от 73992240〒,,,,,,3 м,2026,"Астана, Есильский р-н",,Capital Park. Art,,,,89.04 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/761098329,"3-комнатная квартира · 74.18 м², Е-899 7",от 68913220〒,,,,,,3 м,2027,"Астана, Нура р-н",,GreenLine. Garden,,,,74.18 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/1010329172,"2-комнатная квартира · 55 м² · 8/24 этаж, Момышулы 9 — Тәуелсіздік - Дворец школьников",22900000〒,,,,нет,Нет,2.7 м,2010,"Астана, Алматы р-н",,Байконур,,полностью,,55 м²,,,,,монолитный,8 из 24
https://krisha.kz/a/show/1008728453,"2-комнатная квартира · 42 м² · 11/24 этаж, Кайыма Мухамедханова 15 — КазГюу - район Комсомольский",27500000〒,,,,нет,Да,2.7 м,2018,"Астана, Есильский р-н",,Самрук Towers,,полностью,,42 м²,,,свежий ремонт,,монолитный,11 из 24
https://krisha.kz/a/show/1010065179,"3-комнатная квартира · 74 м² · 1/9 этаж, Е 117 55",45000000〒,,,,нет,Нет,3 м,2026,"Астана, Есильский р-н",,Bosaga,,,паркинг,"74 м², Площадь кухни — 27 м²",,,,,монолитный,1 из 9
https://krisha.kz/a/show/1010066202,"3-комнатная квартира · 93 м² · 11/16 этаж, Анет баба 13/1",65600000〒,балкон и лоджия,,"домофон, видеонаблюдение",нет,Нет,3 м,2019,"Астана, Нура р-н",металлическая,Manhattan,оптика,полностью,паркинг,"93 м², Площадь кухни — 10.2 м²",ламинат,2 с/у и более,свежий ремонт,,кирпичный,11 из 16
https://krisha.kz/a/show/1009967090,"3-комнатная квартира · 109 м² · 9/12 этаж, Аль-Фараби 7/3",107000000〒,лоджия,да,"кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,3 м,2024,"Астана, Есильский р-н",металлическая,Zhana Bastau,оптика,полностью,паркинг,"109 м², Площадь кухни — 14 м²",ламинат,2 с/у и более,,есть возможность подключения,кирпичный,9 из 12
https://krisha.kz/a/show/1009552529,"2-комнатная квартира · 37 м² · 5/9 этаж, Е-35 13/1",31500000〒,балкон,,"видеонаблюдение, видеодомофон",нет,Нет,3 м,2025,"Астана, Нура р-н",металлическая,BAIMURA,проводной,полностью,,37 м²,ламинат,совмещенный,свежий ремонт,,монолитный,5 из 9
https://krisha.kz/a/show/1002693341,"4-комнатная квартира · 112.15 м², Кенесары 54",от 67431150〒,,,,,,3 м,2026,"Астана, р-н Байконур",,DARMEN,,,,112.15 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/1004370019,"2-комнатная квартира · 89.04 м², ​Аль-Фараби 3/2",от 73992240〒,,,,,,3 м,2026,"Астана, Есильский р-н",,Capital Park. Art,,,,89.04 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/761098329,"3-комнатная квартира · 74.18 м², Е-899 7",от 68913220〒,,,,,,3 м,2027,"Астана, Нура р-н",,GreenLine. Garden,,,,74.18 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/1010329172,"2-комнатная квартира · 55 м² · 8/24 этаж, Момышулы 9 — Тәуелсіздік - Дворец школьников",22900000〒,,,,нет,Нет,2.7 м,2010,"Астана, Алматы р-н",,Байконур,,полностью,,55 м²,,,,,монолитный,8 из 24
https://krisha.kz/a/show/1008728453,"2-комнатная квартира · 42 м² · 11/24 этаж, Кайыма Мухамедханова 15 — КазГюу - район Комсомольский",27500000〒,,,,нет,Да,2.7 м,2018,"Астана, Есильский р-н",,Самрук Towers,,полностью,,42 м²,,,свежий ремонт,,монолитный,11 из 24
https://krisha.kz/a/show/1010065179,"3-комнатная квартира · 74 м² · 1/9 этаж, Е 117 55",45000000〒,,,,нет,Нет,3 м,2026,"Астана, Есильский р-н",,Bosaga,,,паркинг,"74 м², Площадь кухни — 27 м²",,,,,монолитный,1 из 9
https://krisha.kz/a/show/1010066202,"3-комнатная квартира · 93 м² · 11/16 этаж, Анет баба 13/1",65600000〒,балкон и лоджия,,"домофон, видеонаблюдение",нет,Нет,3 м,2019,"Астана, Нура р-н",металлическая,Manhattan,оптика,полностью,паркинг,"93 м², Площадь кухни — 10.2 м²",ламинат,2 с/у и более,свежий ремонт,,кирпичный,11 из 16
https://krisha.kz/a/show/1009967090,"3-комнатная квартира · 109 м² · 9/12 этаж, Аль-Фараби 7/3",107000000〒,лоджия,да,"кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,3 м,2024,"Астана, Есильский р-н",металлическая,Zhana Bastau,оптика,полностью,паркинг,"109 м², Площадь кухни — 14 м²",ламинат,2 с/у и более,,есть возможность подключения,кирпичный,9 из 12
https://krisha.kz/a/show/1009552529,"2-комнатная квартира · 37 м² · 5/9 этаж, Е-35 13/1",31500000〒,балкон,,"видеонаблюдение, видеодомофон",нет,Нет,3 м,2025,"Астана, Нура р-н",металлическая,BAIMURA,проводной,полностью,,37 м²,ламинат,совмещенный,свежий ремонт,,монолитный,5 из 9
https://krisha.kz/a/show/1005737089,"3-комнатная квартира · 112 м² · 5/12 этаж, Айнаколь 60 — Пересечение Ул Айнаколь и Жумабаева",52000000〒,несколько балконов или лоджий,,домофон,нет,Нет,2.7 м,2011,"Астана, Алматы р-н",бронированная,Барыс,проводной,частично,паркинг,"112 м², Площадь кухни — 17 м²",ламинат,2 с/у и более,,нет,кирпичный,5 из 12
https://krisha.kz/a/show/1009892347,"3-комнатная квартира · 63 м² · 8/15 этаж, Тұрар Рысқұлов 5/3 — Expo-Mega Silkway, квартира + паркинг",55000000〒,,,,нет,Нет,3 м,2020,"Астана, Есильский р-н",,Nexpo City,,полностью,паркинг,63 м²,,,свежий ремонт,,монолитный,8 из 15
https://krisha.kz/a/show/1006621104,"2-комнатная квартира · 86.9 м² · 17/24 этаж, Мукан Тулебаев 5",28000000〒,балкон,,"домофон, видеонаблюдение",нет,Нет,2.8 м,2024,"Астана, Алматы р-н",бронированная,Арыстан,,без мебели,паркинг,86.9 м²,,2 с/у и более,черновая отделка,есть возможность подключения,монолитный,17 из 24
https://krisha.kz/a/show/1005744497,"3-комнатная квартира · 62.5 м² · 5/5 этаж, Бактыораз Бейсекбаева 19 — Кенесары",28000000〒,лоджия,,,,Нет,2.7 м,2001,"Астана, р-н Байконур",,,,,,62.5 м²,ламинат,совмещенный,,,монолитный,5 из 5
https://krisha.kz/a/show/1010370603,"1-комнатная квартира · 38.5 м² · 2/9 этаж, Чингиз Айтматов 29а — Айтматова-Сыганак‼️Срочно‼️",20400000〒,,,"решетки на окнах, видеонаблюдение",нет,Нет,2.7 м,2017,"Астана, Нура р-н",металлическая,Меркурий,,частично,паркинг,"38.5 м², Площадь кухни — 10.6 м²",ламинат,совмещенный,,,кирпичный,2 из 9
https://krisha.kz/a/show/1007135118,"1-комнатная квартира · 33.86 м² · 7/16 этаж, Кайым Мухамедханов 49/1",16899999〒,,,,нет,Нет,2.7 м,2022,"Астана, Нура р-н",,Hokkaido,,,,33.86 м²,,,черновая отделка,,монолитный,7 из 16
https://krisha.kz/a/show/1006821797,"3-комнатная квартира · 86 м² · 2/12 этаж, Санжара Асфендиярова 5 — Хан Шатыр",60900000〒,балкон,,"домофон, кодовый замок, видеонаблюдение",нет,Нет,3 м,2020,"Астана, Нура р-н",,Sat City,,,паркинг,86 м²,,,,,монолитный,2 из 12
https://krisha.kz/a/show/1004964737,"2-комнатная квартира · 53.5 м² · 4/9 этаж, Е 181 3",25800000〒,,,,нет,Нет,2.8 м,2020,"Астана, Нура р-н",,Femida,,,паркинг,"53.5 м², Площадь кухни — 9.3 м²",,,,,кирпичный,4 из 9
https://krisha.kz/a/show/1010516250,"2-комнатная квартира · 64.23 м², Е-779 32/1",от 37285515〒,,,,,,2.85 м,2025,"Астана, Есильский р-н",,Salt,,,,64.23 м²,,совмещенный,,,монолитный,
https://krisha.kz/a/show/1010757796,"2-комнатная квартира · 73.4 м² · 2/10 этаж, Тархана 17",35000000〒,,,,нет,Нет,2.7 м,2012,"Астана, р-н Байконур",,Туран,,,паркинг,73.4 м²,,,,,кирпичный,2 из 10
https://krisha.kz/a/show/1010519572,"2-комнатная квартира · 58 м² · 3/5 этаж, петрова 16 — сатпаева",28000000〒,балкон,,"домофон, видеонаблюдение",нет,Нет,,1996,"Астана, Алматы р-н",металлическая,,проводной,,,58 м²,ламинат,раздельный,требует ремонта,нет,панельный,3 из 5
https://krisha.kz/a/show/1010516250,"2-комнатная квартира · 64.23 м², Е-779 32/1",от 37285515〒,,,,,,2.85 м,2025,"Астана, Есильский р-н",,Salt,,,,64.23 м²,,совмещенный,,,монолитный,
https://krisha.kz/a/show/1010757796,"2-комнатная квартира · 73.4 м² · 2/10 этаж, Тархана 17",35000000〒,,,,нет,Нет,2.7 м,2012,"Астана, р-н Байконур",,Туран,,,паркинг,73.4 м²,,,,,кирпичный,2 из 10
https://krisha.kz/a/show/1010519572,"2-комнатная квартира · 58 м² · 3/5 этаж, петрова 16 — сатпаева",28000000〒,балкон,,"домофон, видеонаблюдение",нет,Нет,,1996,"Астана, Алматы р-н",металлическая,,проводной,,,58 м²,ламинат,раздельный,требует ремонта,нет,панельный,3 из 5
https://krisha.kz/a/show/661802672,"3-комнатная квартира · 77.4 м² · 4/8 этаж, А. Бөкейхан — Триумфальная арка,ЭКСПО, Ботанический сад!",67000000〒,лоджия,да,"решетки на окнах, охрана, домофон, видеонаблюдение",нет,Нет,3 м,2018,"Астана, Есильский р-н",бронированная,Инжу (Інжу),ADSL,полностью,паркинг,77.4 м²,ламинат,раздельный,"не новый, но аккуратный ремонт",отдельный,монолитный,4 из 8
https://krisha.kz/a/show/1010153809,"2-комнатная квартира · 71.5 м² · 7/12 этаж, М. Тынышбайулы 5",32000000〒,балкон,,,нет,Нет,2.7 м,2026,"Астана, Сарайшык р-н",деревянная,Tasty,оптика,,рядом охраняемая стоянка,71.5 м²,,совмещенный,черновая отделка,есть возможность подключения,кирпичный,7 из 12
https://krisha.kz/a/show/1009597890,"1-комнатная квартира · 36 м² · 10/11 этаж, Роза Багланова 1 — ул Бектурова, возле Магнум",25500000〒,лоджия,,домофон,,Нет,2.75 м,2022,"Астана, Нура р-н",металлическая,,ADSL,полностью,,"36 м², Площадь кухни — 9.6 м²",паркет,совмещенный,свежий ремонт,,кирпичный,10 из 11
https://krisha.kz/a/show/1009236054,"3-комнатная квартира · 95 м² · 15/16 этаж, Култегин 17",68000000〒,,,"домофон, видеонаблюдение",нет,Нет,3 м,2025,"Астана, Нура р-н",,Aruna City,,частично,паркинг,"95 м², Площадь кухни — 14 м²",,совмещенный,свежий ремонт,,монолитный,15 из 16
https://krisha.kz/a/show/1000776069,"4-комнатная квартира · 112 м² · 6/6 этаж, 38 улица 29",78400000〒,несколько балконов или лоджий,да,видеонаблюдение,нет,Нет,2.7 м,2016,"Астана, Есильский р-н",металлическая,Comfort Town,,частично,паркинг,112 м²,ламинат,2 с/у и более,свежий ремонт,,кирпичный,6 из 6
https://krisha.kz/a/show/1010494881,"3-комнатная квартира · 64 м² · 6/12 этаж, Бухар жырау, 31",55000000〒,,,,нет,Нет,3 м,2024,"Астана, Есильский р-н",,Izet,,полностью,паркинг,64 м²,,,,,кирпичный,6 из 12
https://krisha.kz/a/show/1007615650,"3-комнатная квартира · 135 м² · 3/20 этаж, Динмухаммед Кунаев 12",71000000〒,лоджия,,,нет,Нет,3 м,2010,"Астана, Есильский р-н",,На Водно-зелёном бульваре,,,паркинг,135 м²,,2 с/у и более,,,монолитный,3 из 20
https://krisha.kz/a/show/697180215,"1-комнатная квартира · 51 м² · 19/26 этаж, Петрова 10/1",26500000〒,,нет,"домофон, видеонаблюдение, консьерж",нет,Да,2.7 м,2020,"Астана, Алматы р-н",,Орбита-2,оптика,полностью,,51 м²,ламинат,совмещенный,свежий ремонт,есть возможность подключения,монолитный,19 из 26
https://krisha.kz/a/show/1010480891,"2-комнатная квартира · 57.5 м² · 6/9 этаж, Нажимеденова 29",33000000〒,,,,нет,Нет,2.7 м,2022,"Астана, Сарайшык р-н",,Balausa,,,паркинг,"57.5 м², Площадь кухни — 11 м²",,,,,монолитный,6 из 9
